x(m)           y(m)           x(m)           lat(degs)      lon(degs)      heading(rads)  pitch(rads)    roll(rads)     
-83452.90537   10839.35926    1200.00000     33.59421       35.09868       1.51696        0.00000        -0.02742       
-83687.52221   10825.94508    1200.00000     33.59407       35.09616       1.51696        0.00000        -0.02742       
-83922.13904   10812.53090    1200.00000     33.59393       35.09363       1.51696        0.00000        -0.02742       
-84156.75588   10799.11673    1200.00000     33.59379       35.09111       1.51696        0.00000        -0.02742       
-84391.37271   10785.70255    1200.00000     33.59365       35.08858       1.51696        0.00000        -0.02742       
-84625.98955   10772.28837    1200.00000     33.59351       35.08606       1.51696        0.00000        -0.02742       
-84860.60639   10758.87419    1200.00000     33.59337       35.08353       1.51696        0.00000        -0.02742       
-85095.22322   10745.46002    1200.00000     33.59323       35.08101       1.51696        0.00000        -0.02742       
-85329.84006   10732.04584    1200.00000     33.59309       35.07848       1.51696        0.00000        -0.02742       
-85564.45690   10718.63166    1200.00000     33.59295       35.07596       1.51696        0.00000        -0.02742       
-85799.07373   10705.21749    1200.00000     33.59281       35.07343       1.51696        0.00000        -0.02742       
-86033.69057   10691.80331    1200.00000     33.59267       35.07091       1.51696        0.00000        -0.02742       
-86268.30740   10678.38913    1200.00000     33.59253       35.06838       1.51696        0.00000        -0.02742       
-86502.92424   10664.97495    1200.00000     33.59239       35.06586       1.51696        0.00000        -0.02742       
-86737.54108   10651.56078    1200.00000     33.59225       35.06333       1.51696        0.00000        -0.02742       
-86972.15791   10638.14660    1200.00000     33.59211       35.06080       1.51696        0.00000        -0.02742       
-87206.77475   10624.73242    1200.00000     33.59197       35.05828       1.51696        0.00000        -0.02742       
-87441.39158   10611.31824    1200.00000     33.59183       35.05575       1.51696        0.00000        -0.02742       
-87676.00842   10597.90407    1200.00000     33.59169       35.05323       1.51696        0.00000        -0.02742       
-87910.62526   10584.48989    1200.00000     33.59155       35.05070       1.51696        0.00000        -0.02742       
-88145.24209   10571.07571    1200.00000     33.59141       35.04818       1.51696        0.00000        -0.02742       
-88379.85893   10557.66153    1200.00000     33.59127       35.04565       1.51696        0.00000        -0.02742       
-88614.47577   10544.24736    1200.00000     33.59113       35.04313       1.51696        0.00000        -0.02742       
-88849.09260   10530.83318    1200.00000     33.59099       35.04060       1.51696        0.00000        -0.02742       
-89083.70944   10517.41900    1200.00000     33.59085       35.03808       1.51696        0.00000        -0.02742       
-89318.32627   10504.00482    1200.00000     33.59071       35.03555       1.51696        0.00000        -0.02742       
-89552.94311   10490.59065    1200.00000     33.59057       35.03303       1.51696        0.00000        -0.02742       
-89787.55995   10477.17647    1200.00000     33.59043       35.03050       1.51696        0.00000        -0.02742       
-90022.17678   10463.76229    1200.00000     33.59029       35.02798       1.51696        0.00000        -0.02742       
-90256.79362   10450.34811    1200.00000     33.59015       35.02545       1.51696        0.00000        -0.02742       
-90491.41046   10436.93394    1200.00000     33.59001       35.02293       1.51696        0.00000        -0.02742       
-90726.02729   10423.51976    1200.00000     33.58987       35.02040       1.51696        0.00000        -0.02742       
-90960.64413   10410.10558    1200.00000     33.58973       35.01788       1.51696        0.00000        -0.02742       
-91195.26096   10396.69140    1200.00000     33.58959       35.01535       1.51696        0.00000        -0.02742       
-91429.87780   10383.27723    1200.00000     33.58944       35.01283       1.51696        0.00000        -0.02742       
-91664.49464   10369.86305    1200.00000     33.58930       35.01030       1.51696        0.00000        -0.02742       
-91899.11147   10356.44887    1200.00000     33.58916       35.00778       1.51696        0.00000        -0.02742       
-92133.72831   10343.03469    1200.00000     33.58902       35.00525       1.51696        0.00000        -0.02742       
-92368.34515   10329.62052    1200.00000     33.58888       35.00273       1.51696        0.00000        -0.02742       
-92602.96198   10316.20634    1200.00000     33.58874       35.00020       1.51696        0.00000        -0.02742       
-92837.57882   10302.79216    1200.00000     33.58860       34.99768       1.51696        0.00000        -0.02742       
-93072.19565   10289.37798    1200.00000     33.58846       34.99515       1.51696        0.00000        -0.02742       
-93306.81249   10275.96381    1200.00000     33.58831       34.99263       1.51696        0.00000        -0.02742       
-93541.42933   10262.54963    1200.00000     33.58817       34.99010       1.51696        0.00000        -0.02742       
-93776.04616   10249.13545    1200.00000     33.58803       34.98758       1.51696        0.00000        -0.02742       
-94010.66300   10235.72127    1200.00000     33.58789       34.98505       1.51696        0.00000        -0.02742       
-94245.27984   10222.30710    1200.00000     33.58775       34.98253       1.51696        0.00000        -0.02742       
-94479.89667   10208.89292    1200.00000     33.58761       34.98000       1.51696        0.00000        -0.02742       
-94714.51351   10195.47874    1200.00000     33.58747       34.97748       1.51696        0.00000        -0.02742       
-94949.13034   10182.06457    1200.00000     33.58732       34.97495       1.51696        0.00000        -0.02742       
-95183.74718   10168.65039    1200.00000     33.58718       34.97243       1.51696        0.00000        -0.02742       
-95418.36402   10155.23621    1200.00000     33.58704       34.96991       1.51696        0.00000        -0.02742       
-95652.98085   10141.82203    1200.00000     33.58690       34.96738       1.51696        0.00000        -0.02742       
-95887.59769   10128.40786    1200.00000     33.58676       34.96486       1.51696        0.00000        -0.02742       
-96122.21453   10114.99368    1200.00000     33.58661       34.96233       1.51696        0.00000        -0.02742       
-96356.83136   10101.57950    1200.00000     33.58647       34.95981       1.51696        0.00000        -0.02742       
-96591.44820   10088.16532    1200.00000     33.58633       34.95728       1.51696        0.00000        -0.02742       
-96826.06503   10074.75115    1200.00000     33.58619       34.95476       1.51696        0.00000        -0.02742       
-97060.68187   10061.33697    1200.00000     33.58605       34.95223       1.51696        0.00000        -0.02742       
-97295.29871   10047.92279    1200.00000     33.58590       34.94971       1.51696        0.00000        -0.02742       
-97529.91554   10034.50861    1200.00000     33.58576       34.94718       1.51696        0.00000        -0.02742       
-97764.53238   10021.09444    1200.00000     33.58562       34.94466       1.51696        0.00000        -0.02742       
-97999.14922   10007.68026    1200.00000     33.58548       34.94213       1.51696        0.00000        -0.02742       
-98233.76605   9994.26608     1200.00000     33.58533       34.93961       1.51696        0.00000        -0.02742       
-98468.38289   9980.85190     1200.00000     33.58519       34.93708       1.51696        0.00000        -0.02742       
-98702.99972   9967.43773     1200.00000     33.58505       34.93456       1.51696        0.00000        -0.02742       
-98937.61656   9954.02355     1200.00000     33.58491       34.93203       1.51696        0.00000        -0.02742       
-99172.23340   9940.60937     1200.00000     33.58476       34.92951       1.51696        0.00000        -0.02742       
-99406.85023   9927.19519     1200.00000     33.58462       34.92699       1.51696        0.00000        -0.02742       
-99641.46707   9913.78102     1200.00000     33.58448       34.92446       1.51696        0.00000        -0.02742       
-99876.08391   9900.36684     1200.00000     33.58433       34.92194       1.51696        0.00000        -0.02742       
